stability1v2,FadPlusorMinus,MouseID,cohortID
-0.0820679382009841,1,6025,0
-0.104004180573534,1,6025,0
0.785398163397448,1,6025,0
-0.0930239938045734,1,6025,0
0,1,6025,0
-0.157102917432356,1,6025,0
0.0544508416245717,1,6025,0
-0.131734544877925,1,6025,0
-0.0860921270472284,1,6025,0
-0.171223045805109,1,6025,0
0,1,6025,0
-0.14801632185288,1,6025,0
-0.188580596829585,1,6025,0
0,1,6025,0
0,1,6025,0
-0.245216674986618,1,6025,0
-0.09368383261468,1,6025,0
-0.20928436382494,1,6025,0
0,1,6025,0
-0.120942003612203,1,6025,0
-0.235988157092026,1,6025,0
-0.208174798127826,1,6025,0
-0.120942003612203,1,6025,0
-0.0405969602440127,1,6025,0
-0.0519609650479909,1,6025,0
-0.138318956867332,1,6025,0
0.0192317625733132,1,6025,0
0.118581516675655,1,6025,0
0.785398163397448,1,6025,0
0,1,6025,0
-0.148110021213019,1,6025,0
-0.218129822528013,1,6025,0
0,1,6025,0
-0.0785988292390271,1,6025,0
-0.211246017875085,1,6025,0
0.110907624262142,1,6025,0
-0.244066134065259,1,6025,0
-0.0490372965084617,1,6025,0
-0.0564326884226917,1,6025,0
0.282847910987801,1,6025,0
0,1,6025,0
-0.183396018446467,1,6025,0
0,1,6025,0
-0.114714999024299,1,6025,0
-0.0871943442308436,1,6025,0
0,1,6025,0
0.519963187419834,1,6025,0
0,1,6025,0
0,1,6025,0
0.0388987259849894,1,6025,0
-0.219114132808658,1,6025,0
0,1,6025,0
-0.29352935914628,1,6025,0
0,1,6025,0
-0.134355854826738,1,6025,0
0,1,6025,0
0.186361886951688,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
0.202635709141551,1,6025,0
0,1,6025,0
0,1,6025,0
0.452608980628273,1,6025,0
0.0490951604803158,1,6025,0
-0.196922548694566,1,6025,0
-0.0871137044391042,1,6025,0
0.122594102027786,1,6025,0
-0.209610699786414,1,6025,0
0.265696902092376,1,6025,0
0,1,6025,0
0.0646007570287477,1,6025,0
0.0450227825177107,1,6025,0
-0.0998360853654615,1,6025,0
-0.279736077505905,1,6025,0
0.41442685877713,1,6025,0
0.165701814446344,1,6025,0
-0.245259559770336,1,6025,0
0.53739060583983,1,6025,0
0.785398163397448,1,6025,0
-0.377842769633109,1,6025,0
0.203439517185596,1,6025,0
0.430272513362351,1,6025,0
0.112377363130373,1,6025,0
-0.102856953657771,1,6025,0
-0.010845177069011,1,6025,0
0.180500018419021,1,6025,0
0.0505644870719849,1,6025,0
0.322237109754423,1,6025,0
0,1,6025,0
-0.105136026830667,1,6025,0
0.44616875179094,1,6025,0
0.187691231496014,1,6025,0
-0.0723929836726552,1,6025,0
0,1,6025,0
0,1,6025,0
-0.108110852387416,1,6025,0
0.131904286022075,1,6025,0
0.103060911683858,1,6025,0
-0.106138213471513,1,6025,0
-0.137608109891664,1,6025,0
-0.108217957515815,1,6025,0
-0.0665681637758238,1,6025,0
0.337761243067027,1,6025,0
0.2301816385256,1,6025,0
0.102126622013069,1,6025,0
-0.101913290548926,1,6025,0
0.223130400262883,1,6025,0
-0.12668989038107,1,6025,0
0,1,6025,0
0,1,6025,0
-0.0785988292390271,1,6025,0
-0.224776557695608,1,6025,0
0,1,6025,0
-0.24009727771618,1,6025,0
-0.162821576720425,1,6025,0
0.312218379094142,1,6025,0
0.539731058121423,1,6025,0
0.0351090449969612,1,6025,0
-0.0380276004280072,1,6025,0
-0.250019045816931,1,6025,0
0.783390984243259,1,6025,0
-0.217082634256024,1,6025,0
-0.157130162801334,1,6025,0
-0.141602433519194,1,6025,0
-0.109787033843089,1,6025,0
0.255923085427368,1,6025,0
-0.272657194278497,1,6025,0
0.380132167117708,1,6025,0
-0.277742847444307,1,6025,0
-0.210017780102802,1,6025,0
0,1,6025,0
